conditionId,name,description,severity,treatment
2052,Ventricular arrhythmia,"Cardiac dysrhythmia, unspecified",,
2053,Necrosis - papillary,"Pyelonephritis, unspecified",,
2054,Sertoli-cell-only syndrome,Azoospermia,,
2055,Osteochondromatosis,Neoplasm of uncertain behavior of bone and articular cartilage,,
2056,Ureter stone,Calculus of ureter,,
2057,Foot pain,,,
2058,Pigmented villonodular synovitis,,,
2059,Teratoma - benign cystic,Benign neoplasm of unspecified site,,
2060,Excoriation,"Other and unspecified superficial injury of other, multiple, and unspecified sites, without mention of infection",,
2061,Tuberculosis exposure,Contact with or exposure to tuberculosis,,
2062,Ankylosing spondylosis,Ankylosing spondylitis,,
2063,Condyloma acuminata,Condyloma acuminatum,,
2064,Allergic alveolitis,Unspecified allergic alveolitis and pneumonitis,,
2065,Cholelithiasis,"Calculus of gallbladder without mention of cholecystitis, without mention of obstruction",,
2066,Scleritis,"Scleritis, unspecified",,
2067,Histiocytosis X syndrome,Other specified disorders of metabolism,,
2068,Panniculitis,"Panniculitis, unspecified site",,
2069,Juvenile xanthogranuloma,,,
2070,False labor,"Other threatened labor, unspecified as to episode of care",,
2071,Rotaviral diarrhea,,,
2072,Hepatocellular disease - diffuse,Unspecified disorder of liver,,
2073,Arteriovenous shunt,,,
2074,Herpes gingivostomatitis,Herpetic gingivostomatitis,,
2075,Neuralgia,,,
2076,Sarcoma,"Malignant neoplasm of connective and other soft tissue, site unspecified",,
2077,Delirium tremens,Alcohol withdrawal delirium,,
2078,Colon stricture,Unspecified intestinal obstruction,,
2079,Tardive dyskinesia,Orofacial dyskinesia,,
2080,Nephroblastoma,"Malignant neoplasm of kidney, except pelvis",,
2081,Angiomyolipoma,"Benign neoplasm of kidney, except pelvis",,
2082,Neutropenia,"Neutropenia, unspecified",,
2083,Fluid wave,,,
2084,Carcinoma - metastatic,Other malignant neoplasm of unspecified site,,
2085,Paralyzed diaphragm,Disorders of diaphragm,,
2086,Melanoma - malignant,"Melanoma of skin, site unspecified",,
2087,Colon obstruction,Unspecified intestinal obstruction,,
2088,Splenic abscess,Other diseases of spleen,,
2089,Adenotonsillar hypertrophy,Hypertrophy of tonsil with adenoids,,
2090,Asplenia,"Anomalies of spleen, congenital",,
2091,Craniosynostosis,Congenital anomalies of skull and face bones,,
2092,Aortic coarctation,Coarctation of aorta (preductal) (postductal),,
2093,HIV positive,Asymptomatic human immunodeficiency virus [HIV] infection status,,
2094,Rectal bleeding,Hemorrhage of rectum and anus,,
2095,Lobular carcinoma in-situ,Carcinoma in situ of breast,,
2096,Medullary adenocarcinoma,Other malignant neoplasm of unspecified site,,
2097,Coloboma,,,
2098,Patent ductus arteriosus,Patent ductus arteriosus,,
2099,Bells palsy,Bell's palsy,,
2100,Breast discharge,Other signs and symptoms in breast,,
2101,Reiter's syndrome,Reiter's disease,,
2102,Hemolytic uremic syndrome,Hemolytic-uremic syndrome,,
2103,Mastoid tender,"Otalgia, unspecified",,
2104,Ulcer - ischemic,,,
2105,Anthracosis,Coal workers' pneumoconiosis,,
2106,Hyperparathyroid,"Hyperparathyroidism, unspecified",,
2107,Knee pain,Pain in joint involving lower leg,,
2108,Platelet disorder,Qualitative platelet defects,,
2109,Subarachnoid hemorrhage,Subarachnoid hemorrhage,,
2110,Eye foreign body,Foreign body in other and combined sites on external eye,,
2111,Lyme arthritis,,,
2112,Intussusception,,,
2113,Urethral obstruction,"Urinary obstruction, unspecified",,
2114,Pancreas surgery,,,
2115,Vulvovaginitis - candidal,Candidiasis of vulva and vagina,,
2116,Lower extremity amputation,"Traumatic amputation of arm and hand (complete) (partial), unilateral, below elbow, without mention of complication",,
2117,Confusion,Unspecified psychosis,,
2118,Prostate - large,,,
2119,Sebaceous hyperplasia,,,
2120,Signet ring cell adenocarcinoma,Other malignant neoplasm of unspecified site,,
2121,Mediastinitis,Mediastinitis,,
2122,Epiglottitis,Acute epiglottitis without mention of obstruction,,
2123,Gliosis,,,
2124,Uterine cancer,"Malignant neoplasm of uterus, part unspecified",,
2125,Osteopenia,"Disorder of bone and cartilage, unspecified",,
2126,Central nervous system shunt infection,,,
2127,Aortic insufficiency,Aortic valve disorders,,
2128,Toothache,Unspecified disorder of the teeth and supporting structures,,
2129,Tongue pain,Glossodynia,,
2130,Erythrasma,Cutaneous actinomycotic infection,,
2131,Cutaneous lupus erythematosus - subacute,Lupus erythematosus,,
2132,Larynx cancer,"Malignant neoplasm of larynx, unspecified",,
2133,Chondrodermatitis,"Perichondritis of pinna, unspecified",,
2134,Dyskeratosis,"Keratoderma, acquired",,
2135,Hidradenoma,"Benign neoplasm of skin, site unspecified",,
2136,Encephalopathy - hypertensive,Hypertensive encephalopathy,,
2137,Nevus - epidermal,Specified congenital anomalies of breast,,
2138,Emotional disorder,Unspecified nonpsychotic mental disorder,,
2139,Hemodialysis complication,"Other and unspecified complications of medical care, not elsewhere classified",,
2140,Colitis - ulcerative,"Ulcerative colitis, unspecified",,
2141,Pericardial effusion,Unspecified disease of pericardium,,
2142,Oligodendroglioma,"Malignant neoplasm of brain, unspecified",,
2143,Gastric dilatation,Dyspepsia and other specified disorders of function of stomach,,
2144,Pulmonary metastases,Secondary malignant neoplasm of lung,,
2145,Hyperaldosteronism,"Hyperaldosteronism, unspecified",,
2146,Blastomycosis,Blastomycosis,,
2147,Subphrenic abscess,,,
2148,Bone marrow toxicity,Unspecified diseases of blood and blood-forming organs,,
2149,Uremia,"Renal failure, unspecified",,
2150,Hepatic cyst,Congenital cystic disease of liver,,
2151,Bradycardia,Other specified cardiac dysrhythmias,,
2152,Nodular glomerulosclerosis,,,
2153,Orbital blowout fracture,Orbital floor (blow-out) closed fracture,,
2154,Anisometropia,Anisometropia,,
2155,Ecthyma,Other specified local infections of skin and subcutaneous tissue,,
2156,Erythema annulare centrifigum,Toxic erythema,,
2157,Neutropenic sepsis,Unspecified septicemia,,
2158,Teratoma - malignant,Other malignant neoplasm of unspecified site,,
2159,Dermoid cyst,Benign neoplasm of unspecified site,,
2160,Renal cyst,"Cystic kidney disease, unspecified",,
2161,Neurologic defect,,,
2162,Hemangioma - capillary,Vascular hamartomas,,
2163,Cavernous hemangioma,Hemangioma of unspecified site,,
2164,Paronychia toe,Onychia and paronychia of toe,,
2165,Belching,"Flatulence, eructation, and gas pain",,
2166,Acidosis - lactic,Acidosis,,
2167,Hyperphosphatemia,Disorders of phosphorus metabolism,,
2168,Ovarian cancer,Malignant neoplasm of ovary,,
2169,Cervical cancer,"Malignant neoplasm of cervix uteri, unspecified",,
2170,Rickets,"Rickets, active",,
2171,Skin - dry,Changes in skin texture,,
2172,Pseudopolyp,Pseudopolyposis of colon,,
2173,Paresthesia,Disturbance of skin sensation,,
2174,Hyperlipidemia,Other and unspecified hyperlipidemia,,
2175,Central nervous system shunt malfunction,,,
2176,Periodontal disease,Unspecified gingival and periodontal disease,,
2177,Hand cellulitis,Cellulitis and abscess of unspecified sites,,
2178,Exhaustion - heat,"Heat exhaustion, unspecified",,
2179,Chest pain,Unspecified chest pain,,
2180,Labyrinth disease,"Labyrinthitis, unspecified",,
2181,Dyspnea,Other dyspnea and respiratory abnormality,,
2182,Scapula fracture,"Closed fracture of scapula, unspecified part",,
2183,Seizure - grand mal,,,
2184,Lead toxicity,Toxic effect of unspecified lead compound,,
2185,Eye injury,Unspecified contusion of eye,,
2186,Dental/mouth abnormality,Unspecified disease of the salivary glands,,
2187,Fibroadenoma,Benign neoplasm of breast,,
2188,Alzheimer's disease,Alzheimer's disease,,
2189,Tubular acidosis,Unspecified disorder resulting from impaired renal function,,
2190,Endometrial polyp,Polyp of corpus uteri,,
2191,Contusion,Contusion of unspecified site,,
2192,Neuroma,"Other benign neoplasm of connective and other soft tissue, site unspecified",,
2193,Preeclampsia,"Mild or unspecified pre-eclampsia, unspecified as to episode of care",,
2194,Hyperuricemia,Other abnormal blood chemistry,,
2195,Premature ejaculation,Premature ejaculation,,
2196,C6 radiculopathy,,,
2197,Bursitis,Other bursitis disorders,,
2198,Urinary sphincter - artificial,,,
2199,Hernia - ventral,Unspecified ventral hernia without mention of obstruction or gangrene,,
2200,Lymphomatoid granulomatosis,,,
2201,Desmoid,Neoplasm of uncertain behavior of connective and other soft tissue,,
2202,Basophilic adenoma,,,
2203,Tooth extraction,,,
2204,Gastrointestinal surgery,,,
2205,Mycosis fungoides,"Mycosis fungoides, unspecified site, extranodal and solid organ sites",,
2206,Coagulopathy,Other and unspecified coagulation defects,,
2207,Hashimoto thyroiditis,"Thyroiditis, unspecified",,
2208,Insect bite - venomous,Toxic effect of venom,,
2209,Kaposi's varicelliform eruption,Eczema herpeticum,,
2210,Hyperemesis,"Mild hyperemesis gravidarum, unspecified as to episode of care",,
2211,Weight problem,,,
2212,Encephalitis,"Unspecified cause of encephalitis, myelitis, and encephalomyelitis",,
2213,Retinopathy - hypertensive,Hypertensive retinopathy,,
2214,Carcinoid syndrome,Carcinoid syndrome,,
2215,Papilledema,"Papilledema, unspecified",,
2216,Pulmonary artery - large,,,
2217,Bacteriuria,"Urinary tract infection, site not specified",,
2218,Nasal fracture,"Nasal bones, closed fracture",,
2219,Pseudoaneurysm,Aneurysm of unspecified site,,
2220,Cushing's disease,Cushing's syndrome,,
2221,Carbon monoxide toxicity,Toxic effect of carbon monoxide,,
2222,Polycythemia - secondary,"Polycythemia, secondary",,
2223,Drug addiction,"Unspecified drug dependence, unspecified use",,
2224,Cardiovascular disease - hypertensive,Unspecified hypertensive heart disease without heart failure,,
2225,Heart disease - rheumatic,"Rheumatic heart disease, unspecified",,
2226,Cervical sprain,,,
2227,Vasculitis - granulomatous,"Arteritis, unspecified",,
2228,Mediastinal mass,Secondary malignant neoplasm of mediastinum,,
2229,Foot disorder,,,
2230,AIDS,Human immunodeficiency virus [HIV] disease,,
2231,Aspiration,,,
2232,Transfusion reaction,"Other transfusion reaction, not elsewhere classified",,
2233,Carotid artery disease,"Occlusion and stenosis of carotid artery, without mention of cerebral infarction",,
2234,Monocytic leukemia,Unspecified monocytic leukemia without mention of remission,,
2235,External fixation,,,
2236,Atelectasis - subsegmental,Pulmonary collapse,,
2237,Inborn error of metabolism,Unspecified disorder of metabolism,,
2238,Black hairy tongue,Hypertrophy of tongue papillae,,
2239,Hyponatremia,Hyposmolality and/or hyponatremia,,
2240,Nephritis - lupus,,,
2241,Empyema,Empyema without mention of fistula,,
2242,Chronic infection,Unspecified infectious and parasitic diseases,,
2243,Hernia - incarcerated,"Hernia of unspecified site, with obstruction",,
2244,Granuloma - injection,,,
2245,Pseudohypoparathyroidism,Other disorders of calcium metabolism,,
2246,Birthmark,Vascular hamartomas,,
2247,Syndrome of inappropriate vasopressin secretion (SIADH),Other disorders of neurohypophysis,,
2248,Diabetes insipidus,Diabetes insipidus,,
2249,Nephrectomy,,,
2250,Hepatitis B exposure,Contact with or exposure to unspecified communicable disease,,
2251,Giant cell tumor tendon sheath,Giant cell tumor of tendon sheath,,
2252,Oliguria,Oliguria and anuria,,
2253,Hepatitis - acute,Acute and subacute necrosis of liver,,
2254,Pancreatitis - acute,Acute pancreatitis,,
2255,Exotropia - intermittent,"Intermittent heterotropia, unspecified",,
2256,Esotropia - intermittent,"Intermittent heterotropia, unspecified",,
2257,Telangiectasia,Other and unspecified capillary diseases,,
2258,Vena cava filter insertion,,,
2259,Diskitis,Other and unspecified disc disorder of unspecified region,,
2260,Radius/ulna fracture,Closed fracture of unspecified part of forearm,,
2261,Hiccups,Hiccough,,
2262,Lateral pharyngeal space abscess,Other diseases of pharynx or nasopharynx,,
2263,Throat mass,"Swelling, mass, or lump in head and neck",,
2264,Myocarditis,"Myocarditis, unspecified",,
2265,Polyarthritis,"Unspecified polyarthropathy or polyarthritis, site unspecified",,
2266,Cardiomyopathy - ischemic,,,
2267,Pseudophakia,Lens replaced by other means,,
2268,Medial meniscus tear,"Tear of medial cartilage or meniscus of knee, current",,
2269,Laryngeal edema,Edema of larynx,,
2270,Tracheal stenosis,Acute bronchospasm,,
2271,Abruptio placentae,"Premature separation of placenta, unspecified as to episode of care",,
2272,Lymphadenitis - acute,Acute lymphadenitis,,
2273,Cervical polyp,Mucous polyp of cervix,,
2274,Medulloblastoma,Malignant neoplasm of cerebellum NOS,,
2275,Blood group A positive,,,
2276,Pleurisy,Pleurisy without mention of effusion or current tuberculosis,,
2277,Hydrocele,"Hydrocele, unspecified",,
2278,Meningitis - aseptic,Unspecified viral meningitis,,
2279,Shigellosis,"Shigellosis, unspecified",,
2280,Goodpasture's syndrome,Goodpasture's syndrome,,
2281,Cleft palate,"Cleft palate, unspecified",,
2282,Hypergammaglobulinemia,Polyclonal hypergammaglobulinemia,,
2283,Mania,,,
2284,Strabismus,Unspecified disorder of eye movements,,
2285,Keratosis - pilaris,Other specified congenital anomalies of skin,,
2286,Pulmonary volume loss,,,
2287,Biliary surgery,,,
2288,Neurodermatitis,Lichenification and lichen simplex chronicus,,
2289,Wheezing,Wheezing,,
2290,Asthma - mild intermittent,"Asthma, unspecified type, without mention of status asthmaticus",,
2291,Dengue fever,Dengue,,
2292,Keratosis,"Keratoderma, acquired",,
2293,Nasal obstruction,Nasal mucositis (ulcerative),,
2294,Rheumatic fever history,,,
2295,Tubal ligation,Encounter for sterilization,,
2296,Hemangiopericytoma,Neoplasm of uncertain behavior of connective and other soft tissue,,
2297,Elbow pain,Pain in joint involving upper arm,,
2298,Lyme disease,Lyme disease,,
2299,Gastroenteritis,Other and unspecified noninfectious gastroenteritis and colitis,,
2300,Creeping eruption,"Ancylostomiasis and necatoriasis, unspecified",,
2301,Lymphadenitis - chronic,Chronic lymphadenitis,,
2302,Interstitial nephritis - chronic,Chronic glomerulonephritis with other specified pathological lesion in kidney,,
2303,Interstitial nephritis - acute,Acute glomerulonephritis with other specified pathological lesion in kidney,,
2304,Intracranial surgery,,,
2305,Amblyopia,"Amblyopia, unspecified",,
2306,Alveolar osteitis,Alveolitis of jaw,,
2307,Rib fracture,"Closed fracture of rib(s), unspecified",,
2308,Cerebral atrophy,"Cerebral degeneration, unspecified",,
2309,Small bowel stricture,Unspecified intestinal obstruction,,
2310,Xerostomia,Disturbance of salivary secretion,,
2311,Burn,"Burn of internal organs, unspecified site",,
2312,Otitis media - serous,Acute serous otitis media,,
2313,Pneumonia - lobar,Pneumococcal pneumonia [Streptococcus pneumoniae pneumonia],,
2314,Tuberculosis - active,"Unspecified pulmonary tuberculosis, bacteriological or histological examination unknown (at present)",,
2315,Aortic valve replacement,Replacement of aortic valve with tissue graft,,
2316,Gynecomastia,Hypertrophy of breast,,
2317,Incontinentia pigmenti,Congenital pigmentary anomalies of skin,,
2318,Hyperviscosity syndrome,Macroglobulinemia,,
2319,Sarcoidosis,Sarcoidosis,,
2320,Duodenal bulb deformed,Other specified disorders of stomach and duodenum,,
2321,Proteinuria,Proteinuria,,
2322,Salpingectomy,,,
2323,Renal cell adenocarcinoma,"Malignant neoplasm of kidney, except pelvis",,
2324,Hepatitis - drug induced,"Hepatitis, unspecified",,
2325,Gallbladder cancer,Malignant neoplasm of gallbladder,,
2326,Cerebral palsy,"Infantile cerebral palsy, unspecified",,
2327,Comedo,Other acne,,
2328,Smallpox,"Smallpox, unspecified",,
2329,Bronchitis,Unspecified chronic bronchitis,,
2330,Vaginal prolapse,Unspecified prolapse of vaginal walls,,
2331,Gastroschisis,Other congenital anomalies of abdominal wall,,
2332,Syndactyly,,,
2333,Diverticulum,Diverticulosis of colon (without mention of hemorrhage),,
2334,Duodenal surgery,,,
2335,ABO incompatibility,,,
2336,Fatigue,Other malaise and fatigue,,
2337,Glucagonoma,Neoplasm of uncertain behavior of other and unspecified digestive organs,,
2338,Familial adenomatous polyposis,Benign neoplasm of colon,,
2339,Polyp - juvenile,,,
2340,Hypoplastic marrow,"Aplastic anemia, unspecified",,
2341,Anasarca,Edema,,
2342,Adenoma - follicular,Benign neoplasm of thyroid glands,,
2343,Throat pain,Acute pharyngitis,,
2344,Gastrostomy tube placement,,,
2345,Chronic membranoproliferative glomerulonephritis,Chronic glomerulonephritis with lesion of membranoproliferative glomerulonephritis,,
2346,Polymyalgia rheumatica,Polymyalgia rheumatica,,
2347,Diaphragm surgery,,,
2348,Polymyositis,Polymyositis,,
2349,Impotence,Impotence of organic origin,,
2350,Encephalopathy - metabolic,,,
2351,Papillary adenocarcinoma,Malignant neoplasm of ovary,,
2352,Ovarian dysfunction,Unspecified ovarian dysfunction,,
2353,Placenta previa,"Hemorrhage from placenta previa, unspecified as to episode of care",,
2354,Amenorrhea,Absence of menstruation,,
2355,Entropion,"Entropion, unspecified",,
2356,Pemphigus erythematosus,Pemphigus,,
2357,Compartment syndrome,,,
2358,Onycholysis,Other specified diseases of nail,,
2359,Acanthosis nigricans,Acquired acanthosis nigricans,,
2360,Atopic dermatitis,Other atopic dermatitis and related conditions,,
2361,Crohns disease,Regional enteritis of unspecified site,,
2362,Eye pain,Pain in or around eye,,
2363,Tinnitus,"Tinnitus, unspecified",,
2364,Blindness,"Blindness of both eyes, impairment level not further specified",,
2365,Angiokeratoma,"Benign neoplasm of skin, site unspecified",,
2366,Otitis media - chronic,Unspecified otitis media,,
2367,Granuloma - caseating,,,
2368,Adenocarcinoma in-situ,"Carcinoma in situ, site unspecified",,
2369,Infertility,,,
2370,Cesarean section,"Cesarean delivery, without mention of indication, unspecified as to episode of care",,
2371,Anal fissure,Anal fissure,,
2372,Hemophilia A,Congenital factor VIII disorder,,
2373,Hemophilia B,Congenital factor IX disorder,,
2374,Anemia - folate deficiency,Folate-deficiency anemia,,
2375,Rhinitis - allergic,"Allergic rhinitis, cause unspecified",,
2376,Radial neuropathy,,,
2377,Costovertebral angle tenderness,,,
2378,Bladder sphincterotomy,,,
2379,AIDS-related complex,Human immunodeficiency virus [HIV] disease,,
2380,Suprapubic pain,"Abdominal pain, other specified site; multiple sites",,
2381,Left ventricular dysfunction - systolic,Other specified cardiac dysrhythmias,,
2382,Trigeminal neuralgia,Trigeminal neuralgia,,
2383,Brain tumor,"Malignant neoplasm of brain, unspecified",,
2384,Fasciitis - necrotizing,Necrotizing fasciitis,,
2385,Personality disorder - paranoid,Unspecified paranoid state,,
2386,Back pain,Other unspecified back disorders,,
2387,Cysto Ureteral Reflux,,,
2388,Duodenal obstruction,Abscess of salivary gland,,
2389,HGPRT deficiency,Other disorders of purine and pyrimidine metabolism,,
2390,Hydrosalpinx,,,
2391,Granuloma faciale,Lethal midline granuloma,,
2392,Tooth fracture,"Open wound of tooth (broken), uncomplicated (fractured) (due to trauma)",,
2393,Chromophobe adenocarcinoma,Malignant neoplasm of pituitary gland and craniopharyngeal duct,,
2394,Osgood-Schlatter disease,"Juvenile osteochondrosis of lower extremity, excluding foot",,
2395,Giant cell tumor of soft parts,Neoplasm of uncertain behavior of connective and other soft tissue,,
2396,Nystagmus,"Nystagmus, unspecified",,
2397,Astigmatism,"Astigmatism, unspecified",,
2398,Spermatogenic granuloma,,,
2399,Portal hypertension,Portal hypertension,,
2400,Hypocalcemia,Hypocalcemia,,
2401,Battered person,Adult physical abuse,,
2402,Renal failure - acute,"Acute renal failure, unspecified",,
2403,Pap smear - abnormal,Screening for malignant neoplasms of the cervix,,
2404,Vitiligo,Vitiligo,,
2405,Hypopigmentation,"Dyschromia, unspecified",,
2406,Renal infarction,Vascular disorders of kidney,,
2407,Bleeding disorder,"Hemorrhage, unspecified",,
2408,Acute myocardial infarction s/p TPA,"Acute myocardial infarction, unspecified site, episode of care unspecified",,
2409,Capsulitis - adhesive,Adhesive capsulitis of shoulder,,
2410,Carcinoid tumor,"Neoplasm of uncertain behavior, site unspecified",,
2411,Lead line,,,
2412,Hilar mass,Enlargement of lymph nodes,,
2413,Ovarian failure,,,
2414,Keratosis - inverted follicular,Other specified congenital anomalies of skin,,
2415,Micrognathia,,,
2416,Dermatosis papulosa nigra,Other specified disorders of skin,,
2417,Ostomy takedown,,,
2418,Hip fracture,"Fracture of unspecified part of neck of femur, closed",,
2419,Linitis plastica,"Malignant neoplasm of stomach, unspecified",,
2420,Phlebosclerosis,Other specified circulatory system disorders,,
2421,Bladder diverticulum,Diverticulum of bladder,,
2422,Urinary tract infection recurrent,"Cystitis, unspecified",,
2423,Intrarectal intussusception,Intussusception,,
2424,Macular rash,Rash and other nonspecific skin eruption,,
2425,Dementia - dialysis,Other persistent mental disorders due to conditions classified elsewhere,,
2426,Hemochromatosis,Disorders of iron metabolism,,
2427,Keratosis - seborrheic,Other seborrheic keratosis,,
2428,Carious teeth,"Dental caries, unspecified",,
2429,Hernia - inguinal,"Unilateral or unspecified inguinal hernia, without mention of obstruction or gangrene (not specified as recurrent)",,
2430,Marfan's syndrome,Marfan's syndrome,,
2431,Testis - undescended,Undescended testis,,
2432,Turner syndrome,Gonadal dysgenesis,,
2433,Pellagra,Pellagra,,
2434,Hyperthermia - malignant,Hirschsprung's disease and other congenital functional disorders of colon,,
2435,Situs inversus,Situs inversus,,
2436,Perforated colon,Perforation of intestine,,
2437,Arachnoiditis,"Meningitis, unspecified",,
2438,Leukocytosis,Other specified disease of white blood cells,,
2439,Pancreatic cancer,"Malignant neoplasm of pancreas, part unspecified",,
2440,Right heart disease,,,
2441,Osteochondroma,"Benign neoplasm of bone and articular cartilage, site unspecified",,
2442,Tophus,Gouty arthropathy,,
2443,Plasma cell dyscrasia,,,
2444,Photodermatitis,Other dermatitis due to solar radiation,,
2445,Dermatitis,"Contact dermatitis and other eczema, unspecified cause",,
2446,Cryptosporidium,Intestinal cryptosporidiosis,,
2447,Leukemia cutis,"Other malignant neoplasm of skin, site unspecified",,
2448,Keratin plug,,,
2449,Oligospermia,,,
2450,Pancreatic calcification,Other specified diseases of pancreas,,
2451,Chromomycosis,,,
2452,Pneumonia - resolved,,,
2453,Cystectomy,,,
2454,Joint capsulitis,,,
2455,Alport syndrome,Other specified anomalies,,
2456,Pneumonia - eosinophilic,Pulmonary eosinophilia,,
2457,Vaginitis - atrophic,Postmenopausal atrophic vaginitis,,
2458,Oxygen toxicity,,,
2459,Gum bleeding,Other specified periodontal diseases,,
2460,Endodermal sinus tumor,,,
2461,Halitosis,Postnasal drip,,
2462,Hordeolum,Hordeolum externum,,
2463,Eyelid problem,Unspecified disorder of eyelid,,
2464,Islet cell adenoma,Benign neoplasm of islets of Langerhans,,
2465,Metatypical carcinoma,"Other malignant neoplasm of skin, site unspecified",,
2466,Corneal erosion,Recurrent erosion of cornea,,
2467,Pulmonic stenosis,"Anomalies of pulmonary artery, congenital",,
2468,Hypermagnesemia,Disorders of magnesium metabolism,,
2469,Glaucoma - primary open angle,Primary open angle glaucoma,,
2470,Dyspepsia,Dyspepsia and other specified disorders of function of stomach,,
2471,Coccyx/sacrum fracture,Closed fracture of sacrum and coccyx without mention of spinal cord injury,,
2472,Penile discharge,,,
2473,Onychogryphosis,Other specified diseases of nail,,
2474,Ileostomy,Ileostomy status,,
2475,Dermatitis - contact,"Contact dermatitis and other eczema, unspecified cause",,
2476,Laryngitis,Acute laryngitis without mention of obstruction,,
2477,Pulmonary abscess,Abscess of lung,,
2478,Tietze's disease,Tietze's disease,,
2479,Erythema,Unspecified erythematous condition,,
2480,Adrenogenital syndrome,,,
2481,Lactose intolerance,Intestinal disaccharidase deficiencies and disaccharide malabsorption,,
2482,Cephalohematoma,Other injuries to scalp,,
2483,Malignancy,Other malignant neoplasm of unspecified site,,
2484,Claustrophobia,,,
2485,Streptococcal pharyngits,Streptococcal sore throat,,
2486,Deafness - nerve,"Neural hearing loss, bilateral",,
2487,Blepharoconjunctivitis,"Blepharoconjunctivitis, unspecified",,
2488,Friedreich's ataxia,Friedreich's ataxia,,
2489,Trigger finger,Trigger finger (acquired),,
2490,Biceps tendon rupture,Sprain of other specified sites of shoulder and upper arm,,
2491,Peptic ulcer - perforation,"Chronic or unspecified peptic ulcer of unspecified site with perforation, without mention of obstruction",,
2492,Epicondylitis,,,
2493,Myelofibrosis,Other specified diseases of blood and blood-forming organs,,
2494,Herpes infection,Herpes simplex without mention of complication,,
2495,Babesiosis,Babesiosis,,
2496,Arthritis - septic,"Unspecified infective arthritis, site unspecified",,
2497,Hemosiderosis,,,
2498,Thrombectomy,,,
2499,Ventricular fibrillation,Ventricular fibrillation,,
2500,Ventricular flutter,Ventricular flutter,,
2501,Atrial flutter,Atrial flutter,,
2502,Ventilator dependent,"Dependence on respirator, status",,
2503,Heat stroke,Heat stroke and sunstroke,,
2504,Atrial fibrillation,Atrial fibrillation,,
2505,Breast lumpectomy,,,
2506,Cardiac valve replacement,,,
2507,Tubal ligation - laparoscopic,,,
2508,Hysterectomy - vaginal,,,
2509,Hysterectomy - total abdominal,,,
2510,Tubal ligation - postpartum,,,
2511,Foot drop,,,
2512,Abdominal colic,,,
2513,Myocardial infarction - acute,,,
2514,Adult abuse,,,
2515,Arthritis,,,
2516,Biliary disorder,,,
2517,Bladder disorder,,,
2518,Bone disorder,,,
2519,Breast disorder,,,
2520,Candidiasis,,,
2521,Cardiovascular disorder,,,
2522,Central nervous system disorder,,,
2523,Cerebral mass,,,
2524,Clostridium difficile (C. diff) colitis,,,
2525,Contact lens problem,,,
2526,Cytomegalovirus infection,,,
2527,Dental/mouth disorder,,,
2528,Ear disorder,,,
2529,Enzyme deficiency,,,
2530,Epstein-Barr virus (EBV) serostatus positive,,,
2531,Esophageal disorder,,,
2532,Eye disorder,,,
2533,Fluid and/or electrolyte disorder,,,
2534,Gait problem,,,
2535,Gallbladder disorder,,,
2536,Gastritis,,,
2537,Gastrointestinal disorder,,,
2538,Gastrointestinal fistula,,,
2539,Giardia lamblia infection,,,
2540,Glomerulonephritis (GN),,,
2541,Genitourinary disorder,,,
2542,Helicobacter pylori infection,,,
2543,Hemophilia,,,
2544,Hernia,,,
2545,HIV infection,,,
2546,Hookworm infection,,,
2547,Hypersensitivity,,,
2548,Joint disorder,,,
2549,Leukemia,,,
2550,Mental health problem,,,
2551,Bone disease - metabolic,,,
2552,Methicillin-resistant Staph aureus (MRSA) colonization,,,
2553,Methicillin-resistant Staph aureus (MRSA) infection,,,
2554,Nail disease,,,
2555,Nasal disorder,,,
2556,Ovarian torsion,,,
2557,Pancreas disorder,,,
2558,Pityriasis,,,
2559,Prurigo,,,
2560,Pulmonary disease,,,
2561,Premature ventricular contractions,,,
2562,Salmonella infection,,,
2563,Shigella infection,,,
2564,Skin disorder,,,
2565,Slipped capital femoral epiphysis,,,
2566,Spine disorder,,,
2567,Feces - abnormal,,,
2568,Uric acid abnormality,,,
2569,Urine - abnormal,,,
2570,Vancomycin resistant enterococcus (VRE) colonization,,,
2571,Vancomycin resistant enterococcus (VRE) infection,,,
2572,Vasculitis,,,
2573,Vertebral fracture,,,
2574,Abdominoplasty,,,
2575,Angiography,,,
2576,Arthroscopy,,,
2577,Augmentation mammoplasty,,,
2578,Salpingectomy with oophorectomy - bilateral,,,
2579,Tubal ligation - bilateral,,,
2580,Biopsy,,,
2581,Cataract extraction and insertion of intraocular lens,,,
2582,Uterine cervix cerclage,,,
2583,Cosmetic surgery,,,
2584,Esophagus dilation,,,
2585,Lung transplant -bilateral,,,
2586,Laparotomy - exploratory,,,
2587,Hematopoietic stem cell transplant,,,
2588,Cochlear implant,,,
2589,Incision and drainage (I&D) of abscess,,,
2590,Venous port insertion,,,
2591,PICC insertion,,,
2592,Ureter stent insertion,,,
2593,Laser photocoagulation to retina,,,
2594,Lithotripsy,,,
2595,Mammoplasty,,,
2596,Mastoidectomy,,,
2597,Myringotomy and insertion of ventilation tube,,,
2598,Nasal septum surgery,,,
2599,Prostatectomy - radical,,,
2600,Reconstruction procedure,,,
2601,Reduction mammoplasty - unilateral,,,
2602,Reduction mammoplasty - bilateral,,,
2603,Umbilical hernia repair,,,
2604,Stripping of vein,,,
2605,Tonsillectomy and adenoidectomy,,,
